"Identyfikator Produktu (ID)";"Nazwa produktu";"Kod produktu";"Kod kreskowy EAN-13 lub JAN";"Ilość";"Attribute KOLOR";"Attribute ROZMIAR";"Kod referencyjny kombinacji";"Kod kreskowy EAN-13 lub JAN kombinacji"
"5634";"Czaprak Eskadron Platinum Cotton Emblem silkgrey, jasny szary 2018";"218033 413 210 / DL";"4060795736955";"1";"silkgrey";"VS";"218033 413 210 / VS";"4060795736986"
"5656";"Czaprak York Luna Dusk Blue błękitny";"013303-VS";"5901157737977";"1";"błękitny";"VS";"013303-VS";"5901157737977"
"5657";"Czaprak Eskadron Platinum Big Square Glossy nude, beżowy 2018";"212233 445 030 / VS";"4060795737174";"0";"nude";"VS";"212233 445 030 / VS";"4060795737174"
"5657";"Czaprak Eskadron Platinum Big Square Glossy nude, beżowy 2018";"212233 445 030 / VS";"4060795737174";"1";"nude";"DL";"212233 445 030 / DL";"4060795737150"
"5658";"Czaprak HKM -Equestrian- czarny";"72189130.01440001";"4000315873258";"1";"czarny";"VS";"72189130.01440001";"4000315873258"
"5658";"Czaprak HKM -Equestrian- czarny";"72189130.01440001";"4000315873258";"0";"czarny";"P";"72189130.01549999";"4000315873272"
"5664";"Czaprak HKM Moena Karo karmelowy";"109824500.0145";"4057052321894";"0";"karmelowy";"DL";"109824500.0145";"4057052321894"
"5664";"Czaprak HKM Moena Karo karmelowy";"109824500.0145";"4057052321894";"0";"karmelowy";"Pony";"109824500.0155";"4057052321863"
"5664";"Czaprak HKM Moena Karo karmelowy";"109824500.0145";"4057052321894";"1";"karmelowy";"VS";"109824500.0144";"4057052321887"
"5667";"Czaprak HKM Moena granatowy";"102696900.0145";"4057052277498";"0";"granatowy";"DL";"102696900.0145";"4057052277498"
"5667";"Czaprak HKM Moena granatowy";"102696900.0145";"4057052277498";"0";"granatowy";"P";"102696900.0155";"4057052277467"
"5667";"Czaprak HKM Moena granatowy";"102696900.0145";"4057052277498";"1";"granatowy";"VS";"102696900.0144";"4057052277481"
"5680";"Czaprak Eskadron CS Cotton silver pearl, szary AW2018";"204954110 DL 2018";"";"0";"silver pearl";"DL";"204954110 DL 2018";""
"5680";"Czaprak Eskadron CS Cotton silver pearl, szary AW2018";"204954110 DL 2018";"";"0";"silver pearl";"P";"204954110 P 2018";"4060795753198"
"5680";"Czaprak Eskadron CS Cotton silver pearl, szary AW2018";"204954110 DL 2018";"";"0";"silver pearl";"SR";"204954110 SR 2018";"4060795753228"
"5680";"Czaprak Eskadron CS Cotton silver pearl, szary AW2018";"204954110 DL 2018";"";"11";"silver pearl";"VS";"204954110 VS 2018";"4060795753211"
"5686";"Czaprak Eskadron CS Big Square Cotton darknavy, granatowy AW2018";"206954114 DL 2018";"4060795753525";"1";"darknavy";"DL";"206954114 DL 2018";"4060795753525"
"5686";"Czaprak Eskadron CS Big Square Cotton darknavy, granatowy AW2018";"206954114 DL 2018";"4060795753525";"0";"darknavy";"VS";"206954114 VS 2018";"4060795753556"
"5688";"Czaprak Eskadron CS Big Square atlanticblue, niebieski AW2018";"206954153 DL 2018";"4060795753563";"1";"atlanticblue";"DL";"206954153 DL 2018";"4060795753563"
"5688";"Czaprak Eskadron CS Big Square atlanticblue, niebieski AW2018";"206954153 DL 2018";"4060795753563";"0";"atlanticblue";"VS";"206954153 VS 2018";"4060795753594"
"5690";"Czaprak Eskadron CS Emblem Cotton darknavy, granatowy AW2018";"213954114 DL 2018";"4060795753648";"0";"darknavy";"DL";"213954114 DL 2018";"4060795753648"
"5690";"Czaprak Eskadron CS Emblem Cotton darknavy, granatowy AW2018";"213954114 DL 2018";"4060795753648";"1";"darknavy";"VS";"213954114 VS 2018";"4060795753679"
"5694";"Czaprak Eskadron CS Big Square Glossy silver pearl, szary AW2018";"217954010 DL 2018";"4060795804401";"1";"silver pearl";"DL";"217954010 DL 2018";"4060795804401"
"5694";"Czaprak Eskadron CS Big Square Glossy silver pearl, szary AW2018";"217954010 DL 2018";"4060795804401";"2";"silver pearl";"VS";"217954010 VS 2018";"4060795804425"
"5696";"Czaprak HKM Hickstead Race granatowo-czerwony";"102436932.0145";"4057052282409";"1";"granatowy-czerwony";"DL";"102436932.0145";"4057052282409"
"5696";"Czaprak HKM Hickstead Race granatowo-czerwony";"102436932.0145";"4057052282409";"0";"granatowy-czerwony";"P";"102436932.0155";"4057052282379"
"5696";"Czaprak HKM Hickstead Race granatowo-czerwony";"102436932.0145";"4057052282409";"1";"granatowy-czerwony";"VS";"102436932.0144";"4057052282393"
"5697";"Czaprak HKM Moena Flower granatowy";"102686900.0144";"4057052245688";"0";"granatowy";"Pony";"102686900.0155";"4057052245664"
"5697";"Czaprak HKM Moena Flower granatowy";"102686900.0144";"4057052245688";"0";"granatowy";"DL";"102686900.0145";"4057052245695"
"5697";"Czaprak HKM Moena Flower granatowy";"102686900.0144";"4057052245688";"1";"granatowy";"VS";"102686900.0144";"4057052245688"
"5699";"Czaprak Eskadron CS Emblem Glossy silver pearl, szary AW2018";"216954010 DL 2018";"4060795753723";"0";"silver pearl";"DL";"216954010 DL 2018";"4060795753723"
"5699";"Czaprak Eskadron CS Emblem Glossy silver pearl, szary AW2018";"216954010 DL 2018";"4060795753723";"3";"silver pearl";"VS";"216954010 VS 2018";"4060795753754"
"5701";"Czaprak Eskadron CS Glossy Glam marshmellow, biały AW2018";"232164 457 020 / VS";"4060795753839";"1";"marshmellow";"VS";"232164 457 020 / VS";"4060795753839"
"5701";"Czaprak Eskadron CS Glossy Glam marshmellow, biały AW2018";"232164 457 020 / VS";"4060795753839";"1";"marshmellow";"DL";"232164 457 020 / DL";"4060795753808"
"5702";"Czaprak Eskadron CS Mesh Pad darknavy, granatowy AW2018";"225164 502 380 / VS";"4060795754058";"1";"darknavy";"VS";"225164 502 380 / VS";"4060795754058"
"5707";"Pad QHP z sakwami granatowy";"3060 NA 5";"8718369012801";"1";"granatowy";"Full";"3060 NA 5";"8718369012801"
"5713";"Czaprak Torpol ujeżdzeniowy Master Tech Stripe MG biały";"375-18-102-M-DL";"5906783037705";"1";"biały";"DL";"375-18-102-M-DL";"5906783037705"
"5715";"Czarna wodza HKM nylonowa z łezką brązowa";"41532400.0649";"4000315631704";"1";"brązowy";"Full";"41532400.0649";"4000315631704"
"5715";"Czarna wodza HKM nylonowa z łezką brązowa";"41532400.0649";"4000315631704";"1";"brązowy";"Pony";"41532400.0622";"4000315631605"
"5716";"Czarna wodza HKM nylonowa z łezką czarna";"41539100.0649";"4000315279234";"0";"czarny";"Full";"41539100.0649";"4000315279234"
"5716";"Czarna wodza HKM nylonowa z łezką czarna";"41539100.0649";"4000315279234";"4";"czarny";"Pony";"41539100.0622";"4000315279227"
"5717";"Gogue Waldhausen czarny";"140500";"4043969016862";"3";"czarny";"Full";"140500";"4043969016862"
"5718";"Gogue Horze czarny";"10541BLC";"6438076531519";"4";"czarny";"Cob";"10541BLC";"6438076531519"
"5718";"Gogue Horze czarny";"10541BLC";"6438076531519";"8";"czarny";"Full";"10541BLF";"6438076113524"
"5718";"Gogue Horze czarny";"10541BLC";"6438076531519";"5";"czarny";"Pony";"10541BLP";"6438076388083"
"5720";"Czambon gumowy Waldhausen";"178201-PON";"4043969276730";"8";"";"Pony";"178201-PON";"4043969276730"
"5721";"Czambon Waldhausen kompletny z wypinaczem czarny";"140410";"4057962005594";"8";"czarny";"";"140410";"4057962005594"
"5721";"Czambon Waldhausen kompletny z wypinaczem czarny";"140410";"4057962005594";"8";"czarny";"";"140410";"4057962005594"
"5722";"Czambon Waldhausen bez wypinacza czarny";"140400";"4043969016855";"7";"czarny";"";"140400";"4043969016855"
"5723";"Czambon York kompletny";"00929-180202";"5901157786975";"5";"";"";"00929-180202";"5901157786975"
"5723";"Czambon York kompletny";"00929-180202";"5901157786975";"5";"";"";"00929-180202";"5901157786975"
"5727";"Wodza balansowa cordeo Waldhausen czarna";"941301";"4043969032695";"1";"czarny";"";"941301";"4043969032695"
"5730";"Motylki na wodze Horze czarne";"10735BL";"6438076001715";"13";"";"";"";""
"5736";"Wodze crossowe Schockemoehle czarne";"1103-00015 BLACK-WB";"4047791044604";"4";"czarny";"Full";"1103-00015 BLACK-WB";"4047791044604"
"5738";"Wodze gumowe Waldhausen kolorowe ""Rainbow""";"952301-PON";"4043969314043";"3";"wielokolorowy";"Pony";"952301-PON";"4043969314043"
"5738";"Wodze gumowe Waldhausen kolorowe ""Rainbow""";"952301-PON";"4043969314043";"0";"wielokolorowy";"Full";"952301-WB";"4043969007327"
"5740";"Wodze HKM z taśmy angielskiej brązowe";"46852400.ST";"4000315725076";"2";"brązowy";"Full";"46852400.ST";"4000315725076"
"5745";"Wodze Kavalkade skórzane miękkie czarne";"222011350200";"4055114021096";"3";"czarny";"";"222011350200";"4055114021096"
"5747";"Wodze parciane Horze Slender wąskie brązowe";"10659BRP";"6438076744636";"1";"brązowy";"Pony";"10659BRP";"6438076744636"
"5748";"Wodze parciane Horze Slender wąskie czarne";"10659BLP";"6438076744605";"1";"";"";"";""
"5751";"Wodze Philipsa Kavalkade parciane sznurkowe";"264061350200";"4055114015996";"1";"";"";"264061350200";"4055114015996"
"5761";"Wodze Start parciane brązowe";"0021110004/BR/FS-WB";"5901193911584";"8";"brązowy";"Full";"0021110004/BR/FS-WB";"5901193911584"
"5762";"Wodze Start parciane czarne";"0021110004/BK/FS-WB";"5901193911560";"15";"czarny";"Full";"0021110004/BK/FS-WB";"5901193911560"
"5765";"Wodze Thiedemanna (bez wytoka) czarne";"810101-WB";"4043969017227";"0";"czarny";"Full";"810101-WB";"4043969017227"
"5765";"Wodze Thiedemanna (bez wytoka) czarne";"810101-WB";"4043969017227";"1";"czarny";"Pony";"810101-PON";"4043969255391"
"5772";"Wypinacze elastyczne HKM czarne";"62559100.0649";"4000315236602";"2";"czarny";"Cob/Full";"62559100.0649";"4000315236602"
"5774";"Wypinacze Horze skórzane czarne";"10715BLP";"6438076388113";"1";"czarny";"Pony";"10715BLP";"6438076388113"
"5777";"Wypinacze trójkątne HKM brązowe";"68482400.0649";"4000315378678";"1";"brązowy";"Cob/Full";"68482400.0649";"4000315378678"
"5778";"Wodze Horze miękkie gumowe brązowe";"10700DBRF";"6438076840826";"2";"brązowy";"Full";"10700DBRF";"6438076840826"
"5778";"Wodze Horze miękkie gumowe brązowe";"10700DBRF";"6438076840826";"1";"brązowy";"Pony";"10700DBRP";"6438076840833"
"5779";"Wodze Horze miękkie gumowe czarne";"10700BLP";"6438076840819";"1";"czarny";"Pony";"10700BLP";"6438076840819"
"5779";"Wodze Horze miękkie gumowe czarne";"10700BLP";"6438076840819";"5";"czarny";"Full";"10700BLF";"6438076840802"
"5780";"Wodze Horze miękkie gumowe ze stoperami brązowe";"10701DBRF";"6438076840864";"1";"brązowy";"Full";"10701DBRF";"6438076840864"
"5780";"Wodze Horze miękkie gumowe ze stoperami brązowe";"10701DBRF";"6438076840864";"2";"brązowy";"Pony";"10701DBRP";"6438076840871"
"5781";"Wodze Horze miękkie gumowe ze stoperami czarne";"10701BLP";"6438076840857";"0";"czarny";"Pony";"10701BLP";"6438076840857"
"5781";"Wodze Horze miękkie gumowe ze stoperami czarne";"10701BLP";"6438076840857";"4";"czarny";"Full";"10701BLF";"6438076840840"
"5784";"Wypinacze z kółkiem gumowym Kerbl parciane";"32660";"4018653326602";"1";"";"Full";"32660";"4018653326602"
"5785";"Wypinacze z kółkiem gumowym Kerbl parciane";"323599";"4018653056783";"1";"";"Pony";"323599";"4018653056783"
"5787";"Wodze parciane Waldhausen czerwone";"8139904-PON";"4043969393567";"2";"czerwony";"Pony";"8139904-PON";"4043969393567"
"5791";"Wodze specjalne Waldhausen Thiedemanna X-Line 20mm czarne";"119101";"4043969011126";"2";"czarny";"";"119101";"4043969011126"
"5791";"Wodze specjalne Waldhausen Thiedemanna X-Line 20mm czarne";"119101";"4043969011126";"2";"czarny";"";"119101";"4043969011126"
"5793";"Wypinacze z długimi gumami BR brązowe";"222101N027850-WB";"8714802419503";"3";"";"";"";""
"5795";"Czambon gumowy York czarny";"180102-WB";"5902211401384";"3";"czarny";"Full";"180102-WB";"5902211401384"
"5798";"Wodze gumowe QHP miękkie czarne";"2116 ZW 3";"8718369099871";"1";"czarny";"Pony";"2116 ZW 3";"8718369099871"
"5798";"Wodze gumowe QHP miękkie czarne";"2116 ZW 3";"8718369099871";"2";"czarny";"Full";"2116 ZW 5";"8718369099888"
"5799";"Wodze gumowe QHP miękkie brązowe";"2116 BR 3";"8718369099857";"1";"brązowy";"Pony";"2116 BR 3";"8718369099857"
"5799";"Wodze gumowe QHP miękkie brązowe";"2116 BR 3";"8718369099857";"1";"brązowy";"Full";"2116 BR 5";"8718369099864"
"5800";"Wodze Kavalkade skórzane miękkie czarne";"222061350200";"4055114034164";"5";"czarny";"";"222061350200";"4055114034164"
"5801";"Wodze Kavalkade skórzane miękkie brązowe";"222061350300";"4055114034171";"2";"brązowy";"";"222061350300";"4055114034171"
"5803";"Czambon Busse Basic kompletny czarny";"128013.J84.941.";"4026107267135";"11";"czarny";"Cob/Full";"128013.J84.941.";"4026107267135"
"5805";"Wodze HKM z taśmy angielskiej czarne";"46859100.ST";"4000315725083";"4";"czarny";"Full";"46859100.ST";"4000315725083"
"5811";"Podkładka pod pas do lonżowania z pamięcia kształtu czarna";"3854401-WB";"4043969393840";"0";"czarny";"Full";"3854401-WB";"4043969393840"
"5811";"Podkładka pod pas do lonżowania z pamięcia kształtu czarna";"3854401-WB";"4043969393840";"1";"czarny";"Pony";"3854401-PON";"4057962009288"
"5812";"Pas do woltyżerki skórzany Waldhausen czarny";"608001-WB";"4043969017005";"1";"czarny";"Full";"608001-WB";"4043969017005"
"5812";"Pas do woltyżerki skórzany Waldhausen czarny";"608001-WB";"4043969017005";"0";"czarny";"Pony";"608001-PON";"4043969017432"
"5814";"Piłka dla konia Waldhuasen czerwona";"371804";"4043969007976";"1";"czerwony";"";"371804";"4043969007976"
"5814";"Piłka dla konia Waldhuasen czerwona";"371804";"4043969007976";"1";"czerwony";"";"371804";"4043969007976"
"5818";"Piłka dla konia Waldhausen turkusowa";"371850";"4043969354452";"2";"turkusowy";"";"371850";"4043969354452"
"5821";"Uchwyt Likit do lizawki fioletowy";"1561119";"5037648000296";"2";"fioletowy";"";"1561119";"5037648000296"
"5822";"Uchwyt Likit do lizawki różowy";"1561141";"5037648000265";"1";"różowy";"";"1561141";"5037648000265"
"5822";"Uchwyt Likit do lizawki różowy";"1561141";"5037648000265";"1";"różowy";"";"1561141";"5037648000265"
"5831";"Derka dla psa Eskadron Nylon choco, brązowa 2012";"180101 353 080 / 30";"4047182576189";"1";"choco";"30 cm";"180101 353 080 / 30";"4047182576189"
"5834";"Derka dla psa Eskadron Ripstop walnut-taupe check, kratka brąz 2012";"153911643 30 2012";"4047182673178";"2";"walnut-taupe check";"30 cm";"153911643 30 2012";"4047182673178"
"5835";"Derka dla psa Eskadron CS Ripstop toffee-banana-espresso, kratka brąz SS2014";"153751641 30 2014";"4047182887537";"1";"toffee-banana-espresso";"30 cm";"153751641 30 2014";"4047182887537"
"5835";"Derka dla psa Eskadron CS Ripstop toffee-banana-espresso, kratka brąz SS2014";"153751641 30 2014";"4047182887537";"1";"toffee-banana-espresso";"35 cm";"153751641 35 2014";"4047182887513"
"5835";"Derka dla psa Eskadron CS Ripstop toffee-banana-espresso, kratka brąz SS2014";"153751641 30 2014";"4047182887537";"0";"toffee-banana-espresso";"75 cm";"153751641 75 2014";"4047182887506"
"5836";"Derka dla psa Eskadron CS Ripstop check red-navy, kratka czerwona SS2013";"153931644 30 2013";"4047182711764";"1";"check red-navy";"30 cm";"153931644 30 2013";"4047182711764"
"5838";"Derka dla psa Eskadron Platinum nude, beżowy 2018";"180133 340 030 / 35";"4060795748491";"0";"nude";"30 cm";"180133 340 030 / 30";"4060795748514"
"5838";"Derka dla psa Eskadron Platinum nude, beżowy 2018";"180133 340 030 / 35";"4060795748491";"0";"nude";"45 cm";"180133 340 030 / 45";"4060795748507"
"5838";"Derka dla psa Eskadron Platinum nude, beżowy 2018";"180133 340 030 / 35";"4060795748491";"1";"nude";"35 cm";"180133 340 030 / 35";"4060795748491"
"5840";"Derka dla psa Eskadron Nici anthra-popcorn, antracyt-żółty 2014";"153081277 30 2014";"4055377098668";"0";"anthra-popcorn";"55 cm";"153081277 55 2014";"4055377098613"
"5840";"Derka dla psa Eskadron Nici anthra-popcorn, antracyt-żółty 2014";"153081277 30 2014";"4055377098668";"1";"anthra-popcorn";"30 cm";"153081277 30 2014";"4055377098668"
"5845";"Derka dla psa Eskadron CS Glossy darknavy, granatowa AW2018";"180164 340 380 / 55";"4060795753129";"0";"darknavy";"55 cm";"180164 340 380 / 55";"4060795753129"
"5845";"Derka dla psa Eskadron CS Glossy darknavy, granatowa AW2018";"180164 340 380 / 55";"4060795753129";"0";"darknavy";"65 cm";"180164 340 380 / 65";"4060795753136"
"5845";"Derka dla psa Eskadron CS Glossy darknavy, granatowa AW2018";"180164 340 380 / 55";"4060795753129";"0";"darknavy";"45 cm";"180164 340 380 / 45";"4060795753167"
"5845";"Derka dla psa Eskadron CS Glossy darknavy, granatowa AW2018";"180164 340 380 / 55";"4060795753129";"7";"darknavy";"35 cm";"180164 340 380 / 35";"4060795753150"
"5845";"Derka dla psa Eskadron CS Glossy darknavy, granatowa AW2018";"180164 340 380 / 55";"4060795753129";"3";"darknavy";"30 cm";"180164 340 380 / 30";"4060795753174"
"5846";"Derka dla psa Eskadron CS Glossy plum, fioletowa AW2018";"180164 340 860 / 35";"4060795758339";"1";"plum";"35 cm";"180164 340 860 / 35";"4060795758339"
"5846";"Derka dla psa Eskadron CS Glossy plum, fioletowa AW2018";"180164 340 860 / 35";"4060795758339";"0";"plum";"45 cm";"180164 340 860 / 45";"4060795758346"
"5846";"Derka dla psa Eskadron CS Glossy plum, fioletowa AW2018";"180164 340 860 / 35";"4060795758339";"0";"plum";"55 cm";"180164 340 860 / 55";"4060795758308"
"5846";"Derka dla psa Eskadron CS Glossy plum, fioletowa AW2018";"180164 340 860 / 35";"4060795758339";"2";"plum";"30 cm";"180164 340 860 / 30";"4060795758353"
"5846";"Derka dla psa Eskadron CS Glossy plum, fioletowa AW2018";"180164 340 860 / 35";"4060795758339";"0";"plum";"65 cm";"180164 340 860 / 65";"4060795758315"
"5850";"Legowisko dla psa HKM Jeannie kratka granatowo-czerwona";"29076173.0616";"4000315441884";"0";"granatowy-czerwony";"M-66x51x23 cm";"29076173.0616";"4000315441884"
"5850";"Legowisko dla psa HKM Jeannie kratka granatowo-czerwona";"29076173.0616";"4000315441884";"1";"granatowy-czerwony";"L-83x66x24 cm";"29076173.0599";"4000315441891"
"5851";"Legowisko dla psa HKM kratka beżowo-brązowe";"25151521.0616";"4000315322206";"0";"beżowy-brązowy";"S 53x44x22 cm";"25151521.0637";"4000315322190"
"5851";"Legowisko dla psa HKM kratka beżowo-brązowe";"25151521.0616";"4000315322206";"1";"beżowy-brązowy";"L 83x66x24 cm";"25151521.0599";"4000315322213"
"5851";"Legowisko dla psa HKM kratka beżowo-brązowe";"25151521.0616";"4000315322206";"0";"beżowy-brązowy";"M 66x51x23 cm";"25151521.0616";"4000315322206"
"5868";"Obroża HKM kostki";"56559100.0513";"4000315290772";"1";"";"35 cm";"56559100.0513";"4000315290772"
"5870";"Obroża Schockemoehle Goliath espresso";"9000-00007 SPR-S";"4047791055891";"1";"brązowy";"36 cm";"9000-00007 SPR-S";"4047791055891"
"5874";"Smycz z obrożą Eskadron CS hibiscus-white-toffee, czerwie-biel-beż SS2014";"431758757 XL 2014";"4047182873271";"2";"hibiscus-white-toffee";"XL";"431758757 XL 2014";"4047182873271"
"5889";"Obroża dla psa Ekkia Diego & Luna koralowa";"409250030";"3338025566209";"0";"koralowy";"40 cm";"409250040";"3338025566216"
"5889";"Obroża dla psa Ekkia Diego & Luna koralowa";"409250030";"3338025566209";"2";"koralowy";"50 cm";"409250051";"3338025566223"
"5889";"Obroża dla psa Ekkia Diego & Luna koralowa";"409250030";"3338025566209";"0";"koralowy";"30 cm";"409250030";"3338025566209"
"5894";"Koszulka damska GPA Firs Lady szara";"GPA TSFL SZ - S";"5901646931565";"2";"szary";"S";"GPA TSFL SZ - S";"5901646931565"
"5894";"Koszulka damska GPA Firs Lady szara";"GPA TSFL SZ - S";"5901646931565";"2";"szary";"M";"GPA TSFL SZ - M";"5901646931572"
"5895";"Koszulka damska GPA Firs Lady granatowa";"GPA TSFL GR - S";"5901646931589";"2";"granatowa";"S";"GPA TSFL GR - S";"5901646931589"
"5895";"Koszulka damska GPA Firs Lady granatowa";"GPA TSFL GR - S";"5901646931589";"2";"granatowa";"M";"GPA TSFL GR - M";"5901646931596"
"5896";"Smycz dla psa Ekkia Diego & Luna zwijana malinowo-antracytowa";"409370035";"3338025566049";"1";"malinowy-antracytowy";"5m";"409370035";"3338025566049"
"5897";"Smycz dla psa Ekkia Diego & Luna koralowa";"409351150";"3338025566360";"6";"koralowy";"150 cm";"409351150";"3338025566360"
